hits,title,year,authors,key,ee,venue_category
352,An Intelligent Metrology Architecture With AVM for Metal Additive Manufacturing.,2019,Haw Ching Yang & Muhammad Adnan 0004 & Chih-Hung Huang & Fan-Tien Cheng & Yu-Lung Lo & Chih-Hua Hsu,journals/ral/YangAHCLH19,https://doi.org/10.1109/LRA.2019.2921927,Robotics
353,A Framework for Adaptation of Training Task; Assistance and Feedback for Optimizing Motor (Re)-Learning With a Robotic Exoskeleton.,2019,Priyanshu Agarwal & Ashish D. Deshpande,journals/ral/AgarwalD19,https://doi.org/10.1109/LRA.2019.2891431,Robotics
354,A Soft-Robotic Gripper With Enhanced Object Adaptation and Grasping Reliability.,2017,Jianshu Zhou & Shu Chen & Zheng Wang 0002,journals/ral/ZhouCW17,https://doi.org/10.1109/LRA.2017.2716445,Robotics
355,Adaptive CLF-MPC With Application to Quadrupedal Robots.,2022,Maria Vittoria Minniti & Ruben Grandia & Farbod Farshidian & Marco Hutter 0001,journals/ral/MinnitiGFH22,https://doi.org/10.1109/LRA.2021.3128697,Robotics
356,Pneumatic Soft Actuator Using Self-Excitation Based on Automatic-Jet-Switching-Structure.,2020,Kosuke Tani & Hiroyuki Nabae & Gen Endo & Koichi Suzumori,journals/ral/TaniNES20a,https://doi.org/10.1109/LRA.2020.2985622,Robotics
357,Self-Body Image Acquisition and Posture Generation With Redundancy Using Musculoskeletal Humanoid Shoulder Complex for Object Manipulation.,2021,Yuya Koga & Kento Kawaharazuka & Yasunori Toshimitsu & Manabu Nishiura & Yusuke Omura & Yuki Asano & Kei Okada & Koji Kawasaki & Masayuki Inaba,journals/ral/KogaKTNOAOKI21,https://doi.org/10.1109/LRA.2021.3095318,Robotics
358,A Successive-Elimination Approach to Adaptive Robotic Source Seeking.,2021,Esther Rolf & David Fridovich-Keil & Max Simchowitz & Benjamin Recht & Claire J. Tomlin,journals/trob/RolfFSRT21,https://doi.org/10.1109/TRO.2020.3005537,Robotics
359,A Shared-Control Teleoperation Architecture for Nonprehensile Object Transportation.,2022,Mario Selvaggio & Jonathan Cacace & Claudio Pacchierotti & Fabio Ruggiero & Paolo Robuffo Giordano,journals/trob/SelvaggioCPRG22,https://doi.org/10.1109/TRO.2021.3086773,Robotics
360,Walking Control Based on Step Timing Adaptation.,2020,Majid Khadiv & Alexander Herzog & S. Ali A. Moosavian & Ludovic Righetti,journals/trob/KhadivHMR20,https://doi.org/10.1109/TRO.2020.2982584,Robotics
361,LiCaS3: A Simple LiDAR-Camera Self-Supervised Synchronization Method.,2022,Kaiwen Yuan & Li Ding & Mazen Abdelfattah & Z. Jane Wang 0001,journals/trob/YuanDAW22,https://doi.org/10.1109/TRO.2022.3167455,Robotics
362,Self-Triggered Coverage Control for Mobile Sensors.,2023,Erick J. Rodríguez-Seda & Xiaotian Xu & Josep M. Olm & Arnau Dòria-Cerezo & Yancy Diaz-Mercado,journals/trob/RodriguezSedaXODD23,https://doi.org/10.1109/TRO.2022.3197339,Robotics
363,Game-Theoretic Planning for Self-Driving Cars in Multivehicle Competitive Scenarios.,2021,Mingyu Wang & Zijian Wang 0003 & John Talbot & J. Christian Gerdes & Mac Schwager,journals/trob/WangWTGS21,https://doi.org/10.1109/TRO.2020.3047521,Robotics
364,A Compliant Adaptive Gripper and Its Intrinsic Force Sensing Method.,2021,Wenfu Xu & Heng Zhang & Han Yuan & Bin Liang 0001,journals/trob/XuZYL21,https://doi.org/10.1109/TRO.2021.3060971,Robotics
365,Multirobot Field of View Control With Adaptive Decentralization.,2022,Matteo Santilli & Pratik Mukherjee & Ryan K. Williams & Andrea Gasparri,journals/trob/SantilliMWG22,https://doi.org/10.1109/TRO.2022.3142660,Robotics
366,Persistently Excited Adaptive Relative Localization and Time-Varying Formation of Robot Swarms.,2020,Thien-Minh Nguyen & Zhirong Qiu & Thien Hoang Nguyen & Muqing Cao & Lihua Xie,journals/trob/NguyenQNCX20,https://doi.org/10.1109/TRO.2019.2954677,Robotics
367,Probabilistic Network Topology Prediction for Active Planning: An Adaptive Algorithm and Application.,2023,Liang Zhang & Zexu Zhang & Roland Siegwart & Jen Jen Chung,journals/trob/ZhangZSC23,https://doi.org/10.1109/TRO.2022.3189223,Robotics
368,Toward Self-Healing Actuators: A Preliminary Concept.,2016,Seppe Terryn & Glenn Mathijssen & Joost Brancart & Tom Verstraten & Guy Van Assche & Bram Vanderborght,journals/trob/TerrynMBVAV16,https://doi.org/10.1109/TRO.2016.2558201,Robotics
369,Adaptive Wave Reconstruction Through Regulated-BMFLC for Transparency-Enhanced Telerobotics Over Delayed Networks.,2022,Navid Feizi & Rajni V. Patel & Mehrdad R. Kermani & Seyed Farokh Atashzar,journals/trob/FeiziPKA22,https://doi.org/10.1109/TRO.2022.3158195,Robotics
370,Toward Orientation Learning and Adaptation in Cartesian Space.,2021,Yanlong Huang & Fares J. Abu-Dakka & João Silvério & Darwin G. Caldwell,journals/trob/HuangASC21,https://doi.org/10.1109/TRO.2020.3010633,Robotics
371,Development of Self-Stabilizing Manipulator Inspired by the Musculoskeletal System Using the Lyapunov Method.,2017,Handdeut Chang & Sangjoon Jonathan Kim & Jung Kim,journals/trob/ChangKK17,https://doi.org/10.1109/TRO.2017.2723627,Robotics
372,Adaptive Simultaneous Magnetic Actuation and Localization for WCE in a Tubular Environment.,2022,Yangxin Xu & Keyu Li & Ziqi Zhao & Max Q.-H. Meng,journals/trob/XuLZM22,https://doi.org/10.1109/TRO.2022.3161766,Robotics
373,Iterative Learning of Human Behavior for Adaptive Gait Pattern Adjustment of a Powered Exoskeleton.,2022,Kyeong-Won Park & Jungsu Choi & Kyoungchul Kong,journals/trob/ParkCK22,https://doi.org/10.1109/TRO.2022.3144955,Robotics
374,A Self-Reconfigurable Variable-Stiffness Soft Robot Based on Boundary-Constrained Modular Units.,2022,Mohammad Amin Karimi & Vahid Alizadehyazdi & Heinrich M. Jaeger & Matthew Spenko,journals/trob/KarimiAJS22,https://doi.org/10.1109/TRO.2021.3106830,Robotics
375,Constrained Probabilistic Movement Primitives for Robot Trajectory Adaptation.,2022,Felix Frank & Alexandros Paraschos & Patrick van der Smagt & Botond Cseke,journals/trob/FrankPSC22,https://doi.org/10.1109/TRO.2021.3127108,Robotics
376,Adaptation and Robust Learning of Probabilistic Movement Primitives.,2020,Sebastián Gómez-González & Gerhard Neumann & Bernhard Schölkopf & Jan Peters 0001,journals/trob/Gomez-GonzalezN20,https://doi.org/10.1109/TRO.2019.2937010,Robotics
377,Toward Dexterous Manipulation With Augmented Adaptive Synergies: The Pisa/IIT SoftHand 2.,2018,Cosimo Della Santina & Cristina Piazza & Giorgio Grioli & Manuel G. Catalano & Antonio Bicchi,journals/trob/SantinaPGCB18,https://doi.org/10.1109/TRO.2018.2830407,Robotics
378,Integration of Reactive; Torque-Based Self-Collision Avoidance Into a Task Hierarchy.,2012,Alexander Dietrich & Thomas Wimböck & Alin Albu-Schäffer & Gerd Hirzinger,journals/trob/DietrichWAH12,https://doi.org/10.1109/TRO.2012.2208667,Robotics
379,Adaptive Multirobot Formation Planning to Enclose and Track a Target With Motion and Visibility Constraints.,2020,Gonzalo López-Nicolás & Miguel Aranda & Youcef Mezouar,journals/trob/Lopez-NicolasAM20,https://doi.org/10.1109/TRO.2019.2943059,Robotics
380,Adaptive Control Method for Dynamic Synchronization of Wearable Robotic Assistance to Discrete Movements: Validation for Use Case of Lifting Tasks.,2021,Francesco Lanotte & Zach McKinney & Lorenzo Grazi & Baojun Chen & Simona Crea & Nicola Vitiello,journals/trob/LanotteMGCCV21,https://doi.org/10.1109/TRO.2021.3073836,Robotics
381,Towards Generalized Manipulation Learning Through Grasp Mechanics-Based Features and Self-Supervision.,2021,Andrew S. Morgan & Walter G. Bircher & Aaron M. Dollar,journals/trob/MorganBD21,https://doi.org/10.1109/TRO.2021.3057802,Robotics
382,An Online Initialization and Self-Calibration Method for Stereo Visual-Inertial Odometry.,2020,Weibo Huang & Hong Liu 0008 & Weiwei Wan,journals/trob/Huang0W20,https://doi.org/10.1109/TRO.2019.2959161,Robotics
383,Self-Alignment Mechanisms for Assistive Wearable Robots: A Kinetostatic Compatibility Method.,2013,Marco Cempini & Stefano Marco Maria De Rossi & Tommaso Lenzi & Nicola Vitiello & Maria Chiara Carrozza,journals/trob/CempiniRLVC13,https://doi.org/10.1109/TRO.2012.2226381,Robotics
384,Agbots 3.0: Adaptive Weed Growth Prediction for Mechanical Weeding Agbots.,2022,Wyatt McAllister & Joshua Whitman & Joshua Varghese & Adam Davis & Girish Chowdhary 0001,journals/trob/McAllisterWVDC22,https://doi.org/10.1109/TRO.2021.3083204,Robotics
385,Adaptive Motion Planning for a Collaborative Robot Based on Prediction Uncertainty to Enhance Human Safety and Work Efficiency.,2019,Akira Kanazawa & Jun Kinugawa & Kazuhiro Kosuge,journals/trob/KanazawaKK19,https://doi.org/10.1109/TRO.2019.2911800,Robotics
386,An Energy-Based Control Architecture for Shared Autonomy.,2022,Federico Benzi & Federica Ferraguti & Giuseppe Riggio & Cristian Secchi,journals/trob/BenziFRS22,https://doi.org/10.1109/TRO.2022.3180885,Robotics
387,Development of an Untethered Adaptive Thumb Exoskeleton for Delicate Rehabilitation Assistance.,2022,Guotao Li & Long Cheng 0001 & Ziwen Gao & Xiuze Xia & Jingang Jiang 0001,journals/trob/LiCGXJ22,https://doi.org/10.1109/TRO.2022.3180832,Robotics
388,Parallelizing RRT on Large-Scale Distributed-Memory Architectures.,2013,Didier Devaurs & Thierry Siméon & Juan Cortés,journals/trob/DevaursSC13,https://doi.org/10.1109/TRO.2013.2239571,Robotics
389,Self-Supervised Visual Terrain Classification From Unsupervised Acoustic Feature Learning.,2021,Jannik Zürn & Wolfram Burgard & Abhinav Valada,journals/trob/ZurnBV21,https://doi.org/10.1109/TRO.2020.3031214,Robotics
390,Adaptive Discrete-Time Sliding Mode Impedance Control of a Piezoelectric Microgripper.,2013,Qingsong Xu,journals/trob/Xu13,https://doi.org/10.1109/TRO.2013.2239554,Robotics
391,Adaptive Bézier Degree Reduction and Splitting for Computationally Efficient Motion Planning.,2022,Ömür Arslan & Aron Tiemessen,journals/trob/ArslanT22,https://doi.org/10.1109/TRO.2022.3187296,Robotics
392,Self-Actuating Asymmetric Platinum Catalytic Mobile Nanorobot.,2014,Jingjing Bao & Zhan Yang & Masahiro Nakajima & Yajing Shen & Masaru Takeuchi & Qiang Huang 0002 & Toshio Fukuda,journals/trob/BaoYNSTHF14,https://doi.org/10.1109/TRO.2013.2291618,Robotics
393,Improving Control of Dexterous Hand Prostheses Using Adaptive Learning.,2013,Tatiana Tommasi & Francesco Orabona & Claudio Castellini & Barbara Caputo,journals/trob/TommasiOCC13,https://doi.org/10.1109/TRO.2012.2226386,Robotics
394,Neuromechanical Model-Based Adaptive Control of Bilateral Ankle Exoskeletons: Biological Joint Torque and Electromyogram Reduction Across Walking Conditions.,2022,Guillaume Durandau & Wolfgang F. Rampeltshammer & Herman van der Kooij & Massimo Sartori,journals/trob/DurandauRKS22,https://doi.org/10.1109/TRO.2022.3170239,Robotics
395,Observability Analysis and Keyframe-Based Filtering for Visual Inertial Odometry With Full Self-Calibration.,2022,Jianzhu Huai & Yukai Lin & Yuan Zhuang 0001 & Charles K. Toth & Dong Chen,journals/trob/HuaiLZTC22,https://doi.org/10.1109/TRO.2022.3172474,Robotics
396,From Adaptive Locomotion to Predictive Action Selection - Cognitive Control for a Six-Legged Walker.,2022,Malte Schilling & Jan Paskarbeit & Helge J. Ritter & Axel Schneider & Holk Cruse,journals/trob/SchillingPRSC22,https://doi.org/10.1109/TRO.2021.3106832,Robotics
397,Adaptive Constrained Kinematic Control Using Partial or Complete Task-Space Measurements.,2022,Murilo Marques Marinho & Bruno Vilhena Adorno,journals/trob/MarinhoA22,https://doi.org/10.1109/TRO.2022.3181047,Robotics
398,Powered Knee and Ankle Prosthesis With Adaptive Control Enables Climbing Stairs With Different Stair Heights; Cadences; and Gait Patterns.,2022,Sarah Hood & Lukas Gabert & Tommaso Lenzi,journals/trob/HoodGL22,https://doi.org/10.1109/TRO.2022.3152134,Robotics
399,Magnetically Controlled Modular Cubes With Reconfigurable Self-Assembly and Disassembly.,2022,Anuruddha Bhattacharjee & Yitong Lu & Aaron T. Becker & Min Jun Kim,journals/trob/BhattacharjeeLB22,https://doi.org/10.1109/TRO.2021.3114607,Robotics
400,An End-to-End Approach to Self-Folding Origami Structures.,2018,Byoungkwon An & Shuhei Miyashita & Aaron C. Ong & Michael Thomas Tolley & Martin L. Demaine & Erik D. Demaine & Robert J. Wood & Daniela Rus,journals/trob/AnMOTDDWR18,https://doi.org/10.1109/TRO.2018.2862882,Robotics
401,Adaptive Compensation of Multiple Actuator Faults for Two Physically Linked 2WD Robots.,2018,Yajie Ma & Vincent Cocquempot & Maan El Badaoui El Najjar & Bin Jiang 0001,journals/trob/MaCNJ18,https://doi.org/10.1109/TRO.2017.2754518,Robotics
402,Modeling and Control of Morphing Covers for the Adaptive Morphology of Humanoid Robots.,2022,Fabio Bergonti & Gabriele Nava & Luca Fiorio & Giuseppe L'Erario & Daniele Pucci,journals/trob/BergontiNFLP22,https://doi.org/10.1109/TRO.2022.3170281,Robotics
403,A Passively Adaptive Rotary-to-Linear Continuously Variable Transmission.,2014,Joseph T. Belter & Aaron M. Dollar,journals/trob/BelterD14,https://doi.org/10.1109/TRO.2014.2333096,Robotics
404,How Behavior Trees Modularize Hybrid Control Systems and Generalize Sequential Behavior Compositions; the Subsumption Architecture; and Decision Trees.,2017,Michele Colledanchise & Petter Ögren,journals/trob/ColledanchiseO17,https://doi.org/10.1109/TRO.2016.2633567,Robotics
405,Adaptive Pattern and Motion Control of Magnetic Microrobotic Swarms.,2022,Jiangfan Yu & Lidong Yang & Xingzhou Du & Hui Chen & Tiantian Xu 0001 & Li Zhang 0010,journals/trob/YuYDCXZ22,https://doi.org/10.1109/TRO.2021.3130432,Robotics
406,Real-Time Estimate of Velocity and Acceleration of Quasi-Periodic Signals Using Adaptive Oscillators.,2013,Renaud Ronsse & Stefano Marco Maria De Rossi & Nicola Vitiello & Tommaso Lenzi & Maria Chiara Carrozza & Auke Jan Ijspeert,journals/trob/RonsseRVLCI13,https://doi.org/10.1109/TRO.2013.2240173,Robotics
407,An Energy Tank-Based Interactive Control Architecture for Autonomous and Teleoperated Robotic Surgery.,2015,Federica Ferraguti & Nicola Preda & Auralius Manurung & Marcello Bonfè & Olivier Lambercy & Roger Gassert & Riccardo Muradore & Paolo Fiorini & Cristian Secchi,journals/trob/FerragutiPMBLGM15,https://doi.org/10.1109/TRO.2015.2455791,Robotics
408,Sophia-3: A Semiadaptive Cable-Driven Rehabilitation Device With a Tilting Working Plane.,2014,Damiano Zanotto & Giulio Rosati & Simone Minto & Aldo Rossi,journals/trob/ZanottoRMR14,https://doi.org/10.1109/TRO.2014.2301532,Robotics
409,Adaptive Human-Robot Interaction Control for Robots Driven by Series Elastic Actuators.,2017,Xiang Li 0009 & Yongping Pan & Gong Chen & Haoyong Yu,journals/trob/LiPCY17,https://doi.org/10.1109/TRO.2016.2626479,Robotics
410,Dynamically Consistent Online Adaptation of Fast Motions for Robotic Manipulators.,2018,Alexander Pekarovskiy & Thomas Nierhoff & Sandra Hirche & Martin Buss,journals/trob/PekarovskiyNHB18,https://doi.org/10.1109/TRO.2017.2765666,Robotics
411,Analysis of Fingertip Force Vector for Pinch-Lifting Gripper With Robust Adaptation to Environments.,2021,Dukchan Yoon & Youngjin Choi,journals/trob/YoonC21,https://doi.org/10.1109/TRO.2020.3045648,Robotics
412,PPCPP: A Predator-Prey-Based Approach to Adaptive Coverage Path Planning.,2020,Mahdi Hassan & Dikai Liu,journals/trob/HassanL20,https://doi.org/10.1109/TRO.2019.2946891,Robotics
413,An Adaptive Control Approach for Opening Doors and Drawers Under Uncertainties.,2016,Yiannis Karayiannidis & Christian Smith & Francisco Eli Vina Barrientos & Petter Ögren & Danica Kragic,journals/trob/KarayiannidisSB16,https://doi.org/10.1109/TRO.2015.2506154,Robotics
414,Continuous Role Adaptation for Human-Robot Shared Control.,2015,Yanan Li 0001 & Keng Peng Tee & Wei Liang Chan & Rui Yan & Yuanwei Chua & Dilip Kumar Limbu,journals/trob/LiTCYCL15,https://doi.org/10.1109/TRO.2015.2419873,Robotics
415,Adaptive Gain Control Strategy for Constant Optical Flow Divergence Landing.,2018,Hann Woei Ho & Guido C. H. E. de Croon & Erik-Jan van Kampen & Qiping Chu & Max Mulder,journals/trob/HoCKCM18,https://doi.org/10.1109/TRO.2018.2817418,Robotics
416,Adaptive Multirobot Implicit Control of Heterogeneous Herds.,2022,Eduardo Sebastián & Eduardo Montijano & Carlos Sagüés,journals/trob/SebastianMS22,https://doi.org/10.1109/TRO.2022.3183537,Robotics
417,Collocated Adaptive Control of Underactuated Mechanical Systems.,2015,Daniele Pucci & Francesco Romano & Francesco Nori,journals/trob/PucciRN15,https://doi.org/10.1109/TRO.2015.2481282,Robotics
418,Hierarchical Fingertip Space: A Unified Framework for Grasp Planning and In-Hand Grasp Adaptation.,2016,Kaiyu Hang & Miao Li & Johannes A. Stork & Yasemin Bekiroglu & Florian T. Pokorny & Aude Billard & Danica Kragic,journals/trob/HangLSBPBK16,https://doi.org/10.1109/TRO.2016.2588879,Robotics
419,Self-Soldering Connectors for Modular Robots.,2014,Jonas Neubert & Arne Rost & Hod Lipson,journals/trob/NeubertRL14,https://doi.org/10.1109/TRO.2014.2344791,Robotics
420,Underactuated Adaptive Gripper Using Flexural Buckling.,2013,Gwang-Pil Jung & Je-Sung Koh & Kyu-Jin Cho,journals/trob/JungKC13,https://doi.org/10.1109/TRO.2013.2273842,Robotics
421,IMU Self-Calibration Using Factorization.,2013,Myung Hwangbo & Jun-Sik Kim 0001 & Takeo Kanade,journals/trob/HwangboKK13,https://doi.org/10.1109/TRO.2012.2230994,Robotics
422,Adaptive Controller and Observer for a Magnetic Microrobot.,2013,Laurent Arcese & Matthieu Fruchard & Antoine Ferreira,journals/trob/ArceseFF13,https://doi.org/10.1109/TRO.2013.2257581,Robotics
423,The Control of Self-Propelled Microjets Inside a Microchannel With Time-Varying Flow Rates.,2014,Islam S. M. Khalil & Veronika Magdanz & Samuel Sanchez & Oliver G. Schmidt & Sarthak Misra,journals/trob/KhalilMSSM14,https://doi.org/10.1109/TRO.2013.2281557,Robotics
424,A Hierarchical Architecture for Human-Robot Cooperation Processes.,2021,Kourosh Darvish & Enrico Simetti & Fulvio Mastrogiovanni & Giuseppe Casalino,journals/trob/DarvishSMC21,https://doi.org/10.1109/TRO.2020.3033715,Robotics
425,Adaptive Feet for Quadrupedal Walkers.,2022,Manuel Giuseppe Catalano & Mathew Jose Pollayil & Giorgio Grioli & Giorgio Valsecchi & Hendrik Kolvenbach & Marco Hutter 0001 & Antonio Bicchi & Manolo Garabini,journals/trob/CatalanoPGVKHBG22,https://doi.org/10.1109/TRO.2021.3088060,Robotics
426,Motion Control With Stiffness Adaptation for Torque Minimization in Multijoint Robots.,2014,Mitsunori Uemura & Hidemasa Goya & Sadao Kawamura,journals/trob/UemuraGK14,https://doi.org/10.1109/TRO.2013.2283927,Robotics
427,Decentralized Adaptive Control for Collaborative Manipulation of Rigid Bodies.,2021,Preston Culbertson & Jean-Jacques E. Slotine & Mac Schwager,journals/trob/CulbertsonSS21,https://doi.org/10.1109/TRO.2021.3072021,Robotics
428,Barrier-Certified Adaptive Reinforcement Learning With Applications to Brushbot Navigation.,2019,Motoya Ohnishi & Li Wang 0050 & Gennaro Notomista & Magnus Egerstedt,journals/trob/OhnishiWNE19,https://doi.org/10.1109/TRO.2019.2920206,Robotics
429,Adaptive Coordinating Construction of Truss Structures Using Distributed Equal-Mass Partitioning.,2014,Seung-kook Yun & Daniela Rus,journals/trob/YunR14,https://doi.org/10.1109/TRO.2013.2279643,Robotics
430,Adaptive Helical Rolling of a Snake Robot to a Straight Pipe With Irregular Cross-Sectional Shape.,2023,Tatsuya Takemori & Motoyasu Tanaka & Fumitoshi Matsuno,journals/trob/TakemoriTM23,https://doi.org/10.1109/TRO.2022.3189224,Robotics
431,Model-Free Online Neuroadaptive Controller With Intent Estimation for Physical Human-Robot Interaction.,2020,Sven Cremer & Sumit Kumar Das & Indika Bandara Wijayasinghe & Dan O. Popa & Frank L. Lewis,journals/trob/CremerDWPL20,https://doi.org/10.1109/TRO.2019.2946721,Robotics
432,Capillary Gripping and Self-Alignment: A Route Toward Autonomous Heterogeneous Assembly.,2015,Gari Arutinov & Massimo Mastrangeli & Gert van Heck & Pierre Lambert & Jaap M. J. den Toonder & Andreas Dietzel & Edsger C. P. Smits,journals/trob/ArutinovMHLTDS15,https://doi.org/10.1109/TRO.2015.2452775,Robotics
433,STANCE: Locomotion Adaptation Over Soft Terrain.,2020,Shamel Fahmi & Michele Focchi & Andreea Radulescu & Geoff Fink & Victor Barasuol & Claudio Semini,journals/trob/FahmiFRFBS20,https://doi.org/10.1109/TRO.2019.2954670,Robotics
434,Design Principle of a Dual-Actuated Robotic Hand With Anthropomorphic Self-Adaptive Grasping and Dexterous Manipulation Abilities.,2022,Baiyang Sun & Xuan Gong & Jiejunyi Liang & Wenbin Chen 0005 & Zhi-Liang Xie & Chuang Liu & Cai-Hua Xiong,journals/trob/SunGLCXLX22,https://doi.org/10.1109/TRO.2021.3132532,Robotics
435,Global Model Learning for Large Deformation Control of Elastic Deformable Linear Objects: An Efficient and Adaptive Approach.,2023,Mingrui Yu & Kangchen Lv & Hanzhong Zhong & Shiji Song & Xiang Li 0009,journals/trob/YuLZSL23,https://doi.org/10.1109/TRO.2022.3200546,Robotics
436,Intuitive Adaptive Orientation Control for Enhanced Human-Robot Interaction.,2019,Alexandre Campeau-Lecours & Ulysse Côté Allard & Dinh-Son Vu & François Routhier & Benoit Gosselin & Clément Gosselin,journals/trob/Campeau-Lecours19,https://doi.org/10.1109/TRO.2018.2885464,Robotics
437,Stability Analysis of a Hierarchical Architecture for Discrete-Time Sensor-Based Control of Robotic Systems.,2014,Magnus Bjerkeng & Pietro Falco & Ciro Natale & Kristin Ytterstad Pettersen,journals/trob/BjerkengFNP14,https://doi.org/10.1109/TRO.2013.2294882,Robotics
438,Adaptive Aerial Localization Using Lissajous Search Patterns.,2022,J. Josiah Steckenrider,journals/trob/Steckenrider22,https://doi.org/10.1109/TRO.2021.3126225,Robotics
439,Heart Motion Prediction Based on Adaptive Estimation Algorithms for Robotic-Assisted Beating Heart Surgery.,2013,Eser Erdem Tuna & Timothy J. Franke & Özkan Bebek & Akira Shiose & Kiyotaka Fukamachi & Murat Cenk Cavusoglu,journals/trob/TunaFBSFC13,https://doi.org/10.1109/TRO.2012.2217676,Robotics
440,Consensus-Based Peer-to-Peer Control Architecture for Multiuser Haptic Interaction Over the Internet.,2013,Ke Huang & Dongjun Lee,journals/trob/HuangL13,https://doi.org/10.1109/TRO.2012.2229672,Robotics
441,A Multi-DoF Exoskeleton Haptic Device for the Grasping of a Compliant Object Adapting to a User's Motion Using Jamming Transitions.,2023,Ryohei Michikawa & Takahiro Endo & Fumitoshi Matsuno,journals/trob/MichikawaEM23,https://doi.org/10.1109/TRO.2022.3192979,Robotics
442,A 5-mm Untethered Crawling Robot via Self-Excited Electrostatic Vibration.,2022,Yangsheng Zhu & Mingjing Qi & Zhiwei Liu & Jianmei Huang & Dawei Huang & Xiaojun Yan & Liwei Lin,journals/trob/ZhuQLHHYL22,https://doi.org/10.1109/TRO.2021.3088053,Robotics
443,Automatic 3-D Manipulation of Soft Objects by Robotic Arms With an Adaptive Deformation Model.,2016,David Navarro-Alarcon & Hiu Man Yip & Zerui Wang & Yunhui Liu & Fangxun Zhong & Tianxue Zhang & Peng Li 0019,journals/trob/Navarro-Alarcon16,https://doi.org/10.1109/TRO.2016.2533639,Robotics
444,Towards Sensorless Soft Robotics: Self-Sensing Stiffness Control of Dielectric Elastomer Actuators.,2020,Gianluca Rizzello & Pietro Serafino & David Naso & Stefan Seelecke,journals/trob/RizzelloSNS20,https://doi.org/10.1109/TRO.2019.2944592,Robotics
445,Designing Robot Teams for Distributed Construction; Repair; and Maintenance.,2019,Todd Wareham,journals/taas/Wareham19,https://doi.org/10.1145/3337797,Self-Adaptive_Systems
446,A Generic Holonic Control Architecture for Heterogeneous Multiscale and Multiobjective Smart Microgrids.,2015,Sylvain Frey & Ada Diaconescu & David Menga & Isabelle M. Demeure,journals/taas/FreyDMD15,https://doi.org/10.1145/2700326,Self-Adaptive_Systems
447,Improving Scalability and Reward of Utility-Driven Self-Healing for Large Dynamic Architectures.,2020,Sona Ghahremani & Holger Giese & Thomas Vogel 0001,journals/taas/GhahremaniGV20,https://doi.org/10.1145/3380965,Self-Adaptive_Systems
448,A Collective Adaptive Approach to Decentralised k-Coverage in Multi-robot Systems.,2022,Danilo Pianini & Federico Pettinari & Roberto Casadei & Lukas Esterle,journals/taas/PianiniPCE22,https://doi.org/10.1145/3547145,Self-Adaptive_Systems
449,Modeling Robot Swarms Using Integrals of Birth-Death Processes.,2016,Yara Khaluf & Marco Dorigo,journals/taas/KhalufD16,https://doi.org/10.1145/2870637,Self-Adaptive_Systems
450,Centralized and distributed task allocation in multi-robot teams via a stochastic clustering auction.,2012,Kai Zhang & Emmanuel G. Collins Jr. & Dongqing Shi,journals/taas/ZhangCS12,https://doi.org/10.1145/2240166.2240171,Self-Adaptive_Systems
451,A morphogenetic framework for self-organized multirobot pattern formation and boundary coverage.,2012,Hongliang Guo & Yaochu Jin & Yan Meng,journals/taas/GuoJM12,https://doi.org/10.1145/2168260.2168275,Self-Adaptive_Systems
452,A Flexible Framework for Diverse Multi-Robot Task Allocation Scenarios Including Multi-Tasking.,2021,Muhammad Usman Arif & Sajjad Haider 0001,journals/taas/ArifH21,https://doi.org/10.1145/3502200,Self-Adaptive_Systems
453,On Ordering Multi-Robot Task Executions within a Cyber Physical System.,2018,Tushar Semwal & Shashi Shekhar Jha & Shivashankar B. Nair,journals/taas/SemwalJN18,https://doi.org/10.1145/3124677,Self-Adaptive_Systems
454,Tight Analysis of a Collisionless Robot Gathering Algorithm.,2017,Gokarna Sharma & Costas Busch & Supratik Mukhopadhyay & Charles Malveaux,journals/taas/SharmaBMM17,https://doi.org/10.1145/3056460,Self-Adaptive_Systems
455,Property-Driven Design for Robot Swarms: A Design Method Based on Prescriptive Modeling and Model Checking.,2015,Manuele Brambilla & Arne Brutschy & Marco Dorigo & Mauro Birattari,journals/taas/BrambillaBDB15,https://doi.org/10.1145/2700318,Self-Adaptive_Systems
456,Distributed Multirobot Formation and Tracking Control in Cluttered Environments.,2016,Muhammad Umer Khan & Shuai Li 0002 & Qixin Wang & Zili Shao,journals/taas/KhanLWS16,https://doi.org/10.1145/2910584,Self-Adaptive_Systems
457,Viable Algorithmic Options for Designing Reactive Robot Swarms.,2018,Todd Wareham & Andrew Vardy,journals/taas/WarehamV18,https://doi.org/10.1145/3157087,Self-Adaptive_Systems
458,Hyper-Learning Algorithms for Online Evolution of Robot Controllers.,2017,Fernando Silva 0003 & Luís Correia 0001 & Anders Lyhne Christensen,journals/taas/SilvaCC17,https://doi.org/10.1145/3092815,Self-Adaptive_Systems
459,Preparing to adapt is key for Olympic curling robots.,2020,Johannes A. Stork,journals/scirobotics/X20k,https://doi.org/10.1126/scirobotics.abe2547,Robotics
460,Manipulation for self-Identification; and self-Identification for better manipulation.,2021,Kaiyu Hang & Walter G. Bircher & Andrew S. Morgan & Aaron M. Dollar,journals/scirobotics/HangBMD21,https://doi.org/10.1126/scirobotics.abe1321,Robotics
461,Coherent; super-resolved radar beamforming using self-supervised learning.,2021,Itai Orr & Moshik Cohen & Harel Damari & Meir Halachmi & Mark Raifel & Zeev Zalevsky,journals/scirobotics/OrrCDHRZ21,https://doi.org/10.1126/scirobotics.abk0431,Robotics
